Name en-US,Name zh-CN,Alias en-US,Alias zh-CN,Group en-US,Group zh-CN,Subgroup en-US,Subgroup zh-CN,Video FX,Transition FX,Media Generator FX,Composite Mode FX,UID
Film Pro,NB_FE 电影Pro,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{A5D0E7A3-E80B-42DC-ABCC-43D7EA0BE402}
Film Stocks,Film Stocks,,,DFT,DFT,DFT v1 Film Lab,DFT v1 Film Lab,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.filmStocks}
Film Stocks,Film Stocks,,,DFT,DFT,DFT Film Stocks v3,DFT Film Stocks v3,√,,,,{Svfx:com.digitalfilmtools.ofx.filmstocks_v3.filmStocks}
FilmConvert Nitrate 3.01,FilmConvert Nitrate 3.01,,,Others,其他,Film Emulation,Film Emulation,√,,,,{Svfx:com.rubbermonkey:FilmConvertNitrate}
Fish Eye,NB_V4 鱼眼,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{8CAAA2EA-AF79-49DF-9916-6D2C26CC2935}
Fish Eye,NB_鱼眼,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIFishEye}
Flag,Flag,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.flag}
Flash Remover,NB_V1 消除闪光,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{990E6805-F240-4786-BA1B-404420E886BE}
Flash Remover Pro,NB_闪光移除器专业版,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESFlashRemoverPro}
Flashing,Flashing,,,DFT,DFT,DFT v1 Film Lab,DFT v1 Film Lab,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.flashing}
Flicker,NB_LE 闪光,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{C657A32E-35F6-4297-B612-098F13BC13BE}
Flicker,NB_闪烁,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STFlicker}
Flicker Free,Flicker Free 闪烁移除,,,Others,其他,Digital Anarchy,Digital Anarchy,√,,,,{Svfx:com.digitalanarchy.FlickerFree}
Fluorescent,Fluorescent,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.fluorescent}
Flying PiP,NB_飞行的画中画,,,NewBlue OFX,NewBlue OFX,NewBlue Elements,NewBlue 基础,√,,,,{Svfx:com.NewBlue.ELFlyingPiP}
Fog,Fog,,,DFT,DFT,DFT v1 Diffusion,DFT v1 Diffusion,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.fog}
Frame Averager,Frame Averager,,,DFT,DFT,DFT zMatte v4.0,DFT zMatte v4.0,√,,,,{Svfx:com.digitalfilmtools.ofx.zmatte_v4.frameAverager}
Frame Rate,NB_帧率/定格动画,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIFrameRate}
Frost,Frost,,,DFT,DFT,DFT v1 Diffusion,DFT v1 Diffusion,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.frost}
F-Stop,F-Stop,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.fstop}
Gamma Corrector,NB_Gamma校正器,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESGammaCorrector}
Garbage Matte,NB_遮罩 四点遮罩,,,NewBlue OFX,NewBlue OFX,NewBlue Elements,NewBlue 基础,√,,,,{Svfx:com.NewBlue.ELGarbageMatte}
Gels,Gels,,,DFT,DFT,DFT v1 Grads-Tints,DFT v1 Grads-Tints,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.gels}
Ghost,NB_AE 幽灵,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{E9000877-3F53-4B24-A88C-E2C5841D8CC1}
Ghost,NB_雾中幽灵,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STGhost}
Glow,Glow,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.dfxGlow}
Glow,NB_AB 辉光,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{391A29E6-B653-405C-AEE3-2E3DAA67F253}
Glow,NB_发光,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRGlow}
Glow Darks,Glow Darks,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.glowDarks}
Glow Edges,Glow Edges,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.glowEdges}
Glow Pro,NB_LB 光晕Pro,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{2CD0DEE8-562E-4786-9D52-2788057C7E3B}
Glow Pro,NB_LE 光晕Pro,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{5B9A8FB4-A4E5-42EC-96FE-0D7A9BA2A992}
Glow Pro,NB_发光 专业版,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRGlowPro}
Glow Pro,NB_发光 专业版,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STGlowPro}
G'MIC 3D Blocks,G'MIC 3D Blocks,,,G'MIC,G'MIC,GMIC/Rendering,GMIC/Rendering,√,,,,{Svfx:gmic_3dblocks}
G'MIC 3D Colored Object,G'MIC 3D Colored Object,,,G'MIC,G'MIC,GMIC/Rendering,GMIC/Rendering,√,,,,{Svfx:gmic_3dcoloredobject}
G'MIC 3D Elevation,G'MIC 3D Elevation,,,G'MIC,G'MIC,GMIC/Rendering,GMIC/Rendering,√,,,,{Svfx:gmic_3delevation}
G'MIC 3D Extrusion,G'MIC 3D Extrusion,,,G'MIC,G'MIC,GMIC/Rendering,GMIC/Rendering,√,,,,{Svfx:gmic_3dextrusion}
G'MIC 3D Image Object,G'MIC 3D Image Object,,,G'MIC,G'MIC,GMIC/Rendering,GMIC/Rendering,√,,,,{Svfx:gmic_3dimageobject}
G'MIC 3D Lathing,G'MIC 3D Lathing,,,G'MIC,G'MIC,GMIC/Rendering,GMIC/Rendering,√,,,,{Svfx:gmic_3dlathing}
G'MIC 3D Random Objects,G'MIC 3D Random Objects,,,G'MIC,G'MIC,GMIC/Rendering,GMIC/Rendering,√,,,,{Svfx:gmic_3drandomobjects}
G'MIC Abstraction,G'MIC Abstraction,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_abstraction}
G'MIC Add Grain,G'MIC Add Grain,,,G'MIC,G'MIC,GMIC/Degradations,GMIC/Degradations,√,,,,{Svfx:gmic_addgrain}
G'MIC Align Layers,G'MIC Align Layers,,,G'MIC,G'MIC,GMIC/Layers,GMIC/Layers,√,,,,{Svfx:gmic_alignlayers}
G'MIC Array Faded,G'MIC Array Faded,,,G'MIC,G'MIC,GMIC/Arrays and Tiles,GMIC/Arrays and Tiles,√,,,,{Svfx:gmic_arrayfaded}
G'MIC Array Mirrored,G'MIC Array Mirrored,,,G'MIC,G'MIC,GMIC/Arrays and Tiles,GMIC/Arrays and Tiles,√,,,,{Svfx:gmic_arraymirrored}
G'MIC Array Random,G'MIC Array Random,,,G'MIC,G'MIC,GMIC/Arrays and Tiles,GMIC/Arrays and Tiles,√,,,,{Svfx:gmic_arrayrandom}
G'MIC Array Random Colors,G'MIC Array Random Colors,,,G'MIC,G'MIC,GMIC/Arrays and Tiles,GMIC/Arrays and Tiles,√,,,,{Svfx:gmic_arrayrandomcolors}
G'MIC Array Regular,G'MIC Array Regular,,,G'MIC,G'MIC,GMIC/Arrays and Tiles,GMIC/Arrays and Tiles,√,,,,{Svfx:gmic_arrayregular}
G'MIC Ascii Art,G'MIC Ascii Art,,,G'MIC,G'MIC,GMIC/Arrays and Tiles,GMIC/Arrays and Tiles,√,,,,{Svfx:gmic_asciiart}
G'MIC Ball,G'MIC Ball,,,G'MIC,G'MIC,GMIC/Rendering,GMIC/Rendering,√,,,,{Svfx:gmic_ball}
G'MIC Bandpass,G'MIC Bandpass,,,G'MIC,G'MIC,GMIC/Frequencies,GMIC/Frequencies,√,,,,{Svfx:gmic_bandpass}
G'MIC BandW Films,G'MIC BandW Films,,,G'MIC,G'MIC,GMIC/Color Grading,GMIC/Color Grading,√,,,,{Svfx:gmic_bampwfilms}
G'MIC BandW Films Collage,G'MIC BandW Films Collage,,,G'MIC,G'MIC,GMIC/[Collages],GMIC/[Collages],√,,,,{Svfx:gmic_bampwfilmscollage}
G'MIC BandW Stencil,G'MIC BandW Stencil,,,G'MIC,G'MIC,GMIC/Black and White,GMIC/Black and White,√,,,,{Svfx:gmic_bampwstencil}
G'MIC Barnsley Fern,G'MIC Barnsley Fern,,,G'MIC,G'MIC,GMIC/Nature,GMIC/Nature,√,,,,{Svfx:gmic_barnsleyfern}
G'MIC Basic Adjustments,G'MIC Basic Adjustments,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_basicadjustments}
G'MIC Bayer Filter,G'MIC Bayer Filter,,,G'MIC,G'MIC,GMIC/Patterns,GMIC/Patterns,√,,,,{Svfx:gmic_bayerfilter}
G'MIC Bayer Reconstruction,G'MIC Bayer Reconstruction,,,G'MIC,G'MIC,GMIC/Repair,GMIC/Repair,√,,,,{Svfx:gmic_bayerreconstruction}
G'MIC Black and White,G'MIC Black and White,,,G'MIC,G'MIC,GMIC/Black and White,GMIC/Black and White,√,,,,{Svfx:gmic_blackampwhite}
G'MIC Blend Average All,G'MIC Blend Average All,,,G'MIC,G'MIC,GMIC/Layers,GMIC/Layers,√,,,,{Svfx:gmic_blendaverageall}
G'MIC Blend Edges,G'MIC Blend Edges,,,G'MIC,G'MIC,GMIC/Layers,GMIC/Layers,√,,,,{Svfx:gmic_blendedges}
G'MIC Blend Fade,G'MIC Blend Fade,,,G'MIC,G'MIC,GMIC/Layers,GMIC/Layers,√,,,,{Svfx:gmic_blendfade}
G'MIC Blend Median,G'MIC Blend Median,,,G'MIC,G'MIC,GMIC/Layers,GMIC/Layers,√,,,,{Svfx:gmic_blendmedian}
G'MIC Blend Seamless,G'MIC Blend Seamless,,,G'MIC,G'MIC,GMIC/Layers,GMIC/Layers,√,,,,{Svfx:gmic_blendseamless}
G'MIC Blend Standard,G'MIC Blend Standard,,,G'MIC,G'MIC,GMIC/Layers,GMIC/Layers,√,,,,{Svfx:gmic_blendstandard}
G'MIC Blur Angular,G'MIC Blur Angular,,,G'MIC,G'MIC,GMIC/Degradations,GMIC/Degradations,√,,,,{Svfx:gmic_blurangular}
G'MIC Blur Bloom,G'MIC Blur Bloom,,,G'MIC,G'MIC,GMIC/Degradations,GMIC/Degradations,√,,,,{Svfx:gmic_blurbloom}
G'MIC Blur Depth-of-Field,G'MIC Blur Depth-of-Field,,,G'MIC,G'MIC,GMIC/Degradations,GMIC/Degradations,√,,,,{Svfx:gmic_blurdepthoffield}
G'MIC Blur Gaussian,G'MIC Blur Gaussian,,,G'MIC,G'MIC,GMIC/Degradations,GMIC/Degradations,√,,,,{Svfx:gmic_blurgaussian}
G'MIC Blur Glow,G'MIC Blur Glow,,,G'MIC,G'MIC,GMIC/Degradations,GMIC/Degradations,√,,,,{Svfx:gmic_blurglow}
G'MIC Blur Linear,G'MIC Blur Linear,,,G'MIC,G'MIC,GMIC/Degradations,GMIC/Degradations,√,,,,{Svfx:gmic_blurlinear}
G'MIC Blur Radial,G'MIC Blur Radial,,,G'MIC,G'MIC,GMIC/Degradations,GMIC/Degradations,√,,,,{Svfx:gmic_blurradial}
G'MIC Bokeh,G'MIC Bokeh,,,G'MIC,G'MIC,GMIC/Artistic,GMIC/Artistic,√,,,,{Svfx:gmic_bokeh}
G'MIC Boost Chromaticity,G'MIC Boost Chromaticity,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_boostchromaticity}
G'MIC Boost-Fade,G'MIC Boost-Fade,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_boostfade}
G'MIC Box Fitting,G'MIC Box Fitting,,,G'MIC,G'MIC,GMIC/Patterns,GMIC/Patterns,√,,,,{Svfx:gmic_boxfitting}
G'MIC Brushify,G'MIC Brushify,,,G'MIC,G'MIC,GMIC/Artistic,GMIC/Artistic,√,,,,{Svfx:gmic_brushify}
G'MIC Burn,G'MIC Burn,,,G'MIC,G'MIC,GMIC/Lights and Shadows,GMIC/Lights and Shadows,√,,,,{Svfx:gmic_burn}
G'MIC Camouflage,G'MIC Camouflage,,,G'MIC,G'MIC,GMIC/Patterns,GMIC/Patterns,√,,,,{Svfx:gmic_camouflage}
G'MIC Canvas,G'MIC Canvas,,,G'MIC,G'MIC,GMIC/Patterns,GMIC/Patterns,√,,,,{Svfx:gmic_canvas}
G'MIC Canvas Texture,G'MIC Canvas Texture,,,G'MIC,G'MIC,GMIC/Patterns,GMIC/Patterns,√,,,,{Svfx:gmic_canvastexture}
G'MIC Cartesian Transform,G'MIC Cartesian Transform,,,G'MIC,G'MIC,GMIC/Deformations,GMIC/Deformations,√,,,,{Svfx:gmic_cartesiantransform}
G'MIC Cartoon,G'MIC Cartoon,,,G'MIC,G'MIC,GMIC/Artistic,GMIC/Artistic,√,,,,{Svfx:gmic_cartoon}
G'MIC Channel Processing,G'MIC Channel Processing,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_channelprocessing}
G'MIC Channels to Layers,G'MIC Channels to Layers,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_channelstolayers}
G'MIC Charcoal,G'MIC Charcoal,,,G'MIC,G'MIC,GMIC/Black and White,GMIC/Black and White,√,,,,{Svfx:gmic_charcoal}
G'MIC Chessboard,G'MIC Chessboard,,,G'MIC,G'MIC,GMIC/Arrays and Tiles,GMIC/Arrays and Tiles,√,,,,{Svfx:gmic_chessboard}
G'MIC Chromatic Aberrations,G'MIC Chromatic Aberrations,,,G'MIC,G'MIC,GMIC/Degradations,GMIC/Degradations,√,,,,{Svfx:gmic_chromaticaberrations}
G'MIC Circle Abstraction,G'MIC Circle Abstraction,,,G'MIC,G'MIC,GMIC/Artistic,GMIC/Artistic,√,,,,{Svfx:gmic_circleabstraction}
G'MIC Circle Art,G'MIC Circle Art,,,G'MIC,G'MIC,GMIC/Rendering,GMIC/Rendering,√,,,,{Svfx:gmic_circleart}
G'MIC Circle Transform,G'MIC Circle Transform,,,G'MIC,G'MIC,GMIC/Deformations,GMIC/Deformations,√,,,,{Svfx:gmic_circletransform}
G'MIC CLUT from After / Before Layers,G'MIC CLUT from After / Before Layers,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_clutfromafterbeforelayers}
G'MIC Color Balance,G'MIC Color Balance,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_colorbalance}
G'MIC Color Blindness,G'MIC Color Blindness,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_colorblindness}
G'MIC Colorful Blobs,G'MIC Colorful Blobs,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_colorfulblobs}
G'MIC Colorize Lineart Auto-Fill,G'MIC Colorize Lineart Auto-Fill,,,G'MIC,G'MIC,GMIC/Black and White,GMIC/Black and White,√,,,,{Svfx:gmic_colorizelineartautofill}
G'MIC Colorize Lineart Propagation,G'MIC Colorize Lineart Propagation,,,G'MIC,G'MIC,GMIC/Black and White,GMIC/Black and White,√,,,,{Svfx:gmic_colorizelineartpropagation}
G'MIC Colorize Lineart Smart Coloring,G'MIC Colorize Lineart Smart Coloring,,,G'MIC,G'MIC,GMIC/Black and White,GMIC/Black and White,√,,,,{Svfx:gmic_colorizelineartsmartcoloring}
G'MIC Colorize Photographs,G'MIC Colorize Photographs,,,G'MIC,G'MIC,GMIC/Black and White,GMIC/Black and White,√,,,,{Svfx:gmic_colorizephotographs}
G'MIC Colorize with Colormap,G'MIC Colorize with Colormap,,,G'MIC,G'MIC,GMIC/Black and White,GMIC/Black and White,√,,,,{Svfx:gmic_colorizewithcolormap}
G'MIC Colormap,G'MIC Colormap,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_colormap}
G'MIC Colors to Layers,G'MIC Colors to Layers,,,G'MIC,G'MIC,GMIC/Layers,GMIC/Layers,√,,,,{Svfx:gmic_colorstolayers}
G'MIC Conformal Maps,G'MIC Conformal Maps,,,G'MIC,G'MIC,GMIC/Deformations,GMIC/Deformations,√,,,,{Svfx:gmic_conformalmaps}
G'MIC Contrast Swiss Mask,G'MIC Contrast Swiss Mask,,,G'MIC,G'MIC,GMIC/Lights and Shadows,GMIC/Lights and Shadows,√,,,,{Svfx:gmic_contrastswissmask}
G'MIC Convolve,G'MIC Convolve,,,G'MIC,G'MIC,GMIC/Contours,GMIC/Contours,√,,,,{Svfx:gmic_convolve}
G'MIC Cracks,G'MIC Cracks,,,G'MIC,G'MIC,GMIC/Patterns,GMIC/Patterns,√,,,,{Svfx:gmic_cracks}
G'MIC Crease,G'MIC Crease,,,G'MIC,G'MIC,GMIC/Deformations,GMIC/Deformations,√,,,,{Svfx:gmic_crease}
G'MIC Creative Pack,G'MIC Creative Pack,,,G'MIC,G'MIC,GMIC/Color Grading,GMIC/Color Grading,√,,,,{Svfx:gmic_creativepack}
G'MIC Crystal,G'MIC Crystal,,,G'MIC,G'MIC,GMIC/Patterns,GMIC/Patterns,√,,,,{Svfx:gmic_crystal}
G'MIC Crystal Background,G'MIC Crystal Background,,,G'MIC,G'MIC,GMIC/Patterns,GMIC/Patterns,√,,,,{Svfx:gmic_crystalbackground}
G'MIC Cubism,G'MIC Cubism,,,G'MIC,G'MIC,GMIC/Artistic,GMIC/Artistic,√,,,,{Svfx:gmic_cubism}
G'MIC Cupid,G'MIC Cupid,,,G'MIC,G'MIC,GMIC/Misc,GMIC/Misc,√,,,,{Svfx:gmic_cupid}
G'MIC Curvature,G'MIC Curvature,,,G'MIC,G'MIC,GMIC/Contours,GMIC/Contours,√,,,,{Svfx:gmic_curvature}
G'MIC Customize CLUT,G'MIC Customize CLUT,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_customizeclut}
G'MIC Cutout,G'MIC Cutout,,,G'MIC,G'MIC,GMIC/Artistic,GMIC/Artistic,√,,,,{Svfx:gmic_cutout}
G'MIC Decompose Channels,G'MIC Decompose Channels,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_decomposechannels}
G'MIC Deinterlace,G'MIC Deinterlace,,,G'MIC,G'MIC,GMIC/Repair,GMIC/Repair,√,,,,{Svfx:gmic_deinterlace}
G'MIC Details Equalizer,G'MIC Details Equalizer,,,G'MIC,G'MIC,GMIC/Details,GMIC/Details,√,,,,{Svfx:gmic_detailsequalizer}
G'MIC Detect Skin,G'MIC Detect Skin,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_detectskin}
G'MIC Dices,G'MIC Dices,,,G'MIC,G'MIC,GMIC/Arrays and Tiles,GMIC/Arrays and Tiles,√,,,,{Svfx:gmic_dices}
G'MIC Difference of Gaussians,G'MIC Difference of Gaussians,,,G'MIC,G'MIC,GMIC/Contours,GMIC/Contours,√,,,,{Svfx:gmic_differenceofgaussians}
G'MIC Diffusion Tensors,G'MIC Diffusion Tensors,,,G'MIC,G'MIC,GMIC/Artistic,GMIC/Artistic,√,,,,{Svfx:gmic_diffusiontensors}
G'MIC Dirty,G'MIC Dirty,,,G'MIC,G'MIC,GMIC/Degradations,GMIC/Degradations,√,,,,{Svfx:gmic_dirty}
G'MIC Distance Transform,G'MIC Distance Transform,,,G'MIC,G'MIC,GMIC/Contours,GMIC/Contours,√,,,,{Svfx:gmic_distancetransform}
G'MIC Distort Lens,G'MIC Distort Lens,,,G'MIC,G'MIC,GMIC/Deformations,GMIC/Deformations,√,,,,{Svfx:gmic_distortlens}
G'MIC Dithering,G'MIC Dithering,,,G'MIC,G'MIC,GMIC/Black and White,GMIC/Black and White,√,,,,{Svfx:gmic_dithering}
G'MIC Drop Shadow,G'MIC Drop Shadow,,,G'MIC,G'MIC,GMIC/Lights and Shadows,GMIC/Lights and Shadows,√,,,,{Svfx:gmic_dropshadow}
G'MIC Drop Shadow 3D,G'MIC Drop Shadow 3D,,,G'MIC,G'MIC,GMIC/Lights and Shadows,GMIC/Lights and Shadows,√,,,,{Svfx:gmic_dropshadow3d}
G'MIC Drop Water,G'MIC Drop Water,,,G'MIC,G'MIC,GMIC/Deformations,GMIC/Deformations,√,,,,{Svfx:gmic_dropwater}
G'MIC Droste,G'MIC Droste,,,G'MIC,G'MIC,GMIC/Frames,GMIC/Frames,√,,,,{Svfx:gmic_droste}
G'MIC Edges,G'MIC Edges,,,G'MIC,G'MIC,GMIC/Contours,GMIC/Contours,√,,,,{Svfx:gmic_edges}
G'MIC Edges Offsets,G'MIC Edges Offsets,,,G'MIC,G'MIC,GMIC/Contours,GMIC/Contours,√,,,,{Svfx:gmic_edgesoffsets}
G'MIC Ellipsionism,G'MIC Ellipsionism,,,G'MIC,G'MIC,GMIC/Artistic,GMIC/Artistic,√,,,,{Svfx:gmic_ellipsionism}
G'MIC Engrave,G'MIC Engrave,,,G'MIC,G'MIC,GMIC/Black and White,GMIC/Black and White,√,,,,{Svfx:gmic_engrave}
G'MIC Equalize HSI-HSL-HSV,G'MIC Equalize HSI-HSL-HSV,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_equalizehsihslhsv}
G'MIC Equalize HSV,G'MIC Equalize HSV,,,G'MIC,G'MIC,GMIC/Colors,GMIC/Colors,√,,,,{Svfx:gmic_equalizehsv}
G'MIC Equalize Local Histograms,G'MIC Equalize Local Histograms,,,G'MIC,G'MIC,GMIC/Details,GMIC/Details,√,,,,{Svfx:gmic_equalizelocalhistograms}
G'MIC Equalize Shadow,G'MIC Equalize Shadow,,,G'MIC,G'MIC,GMIC/Lights and Shadows,GMIC/Lights and Shadows,√,,,,{Svfx:gmic_equalizeshadow}
G'MIC Equation Plot Parametric,G'MIC Equation Plot Parametric,,,G'MIC,G'MIC,GMIC/Rendering,GMIC/Rendering,√,,,,{Svfx:gmic_equationplotparametric}
G'MIC Equation Plot Y=f(X),G'MIC Equation Plot Y=f(X),,,G'MIC,G'MIC,GMIC/Rendering,GMIC/Rendering,√,,,,{Svfx:gmic_equationplotyfx}
G'MIC Equirectangular to Nadir-Zenith,G'MIC Equirectangular to Nadir-Zenith,,,G'MIC,G'MIC,GMIC/Deformations,GMIC/Deformations,√,,,,{Svfx:gmic_equirectangulartonadirzenith}
G'MIC Euclidean Polar,G'MIC Euclidean Polar,,,G'MIC,G'MIC,GMIC/Deformations,GMIC/Deformations,√,,,,{Svfx:gmic_euclideanpolar}
G'MIC Extract Objects,G'MIC Extract Objects,,,G'MIC,G'MIC,GMIC/Arrays and Tiles,GMIC/Arrays and Tiles,√,,,,{Svfx:gmic_extractobjects}
G'MIC Fade Layers,G'MIC Fade Layers,,,G'MIC,G'MIC,GMIC/Layers,GMIC/Layers,√,,,,{Svfx:gmic_fadelayers}
G'MIC Felt Pen,G'MIC Felt Pen,,,G'MIC,G'MIC,GMIC/Artistic,GMIC/Artistic,√,,,,{Svfx:gmic_feltpen}
G'MIC FilterGrade Cinematic Free,G'MIC FilterGrade Cinematic Free,,,G'MIC,G'MIC,GMIC/Color Grading,GMIC/Color Grading,√,,,,{Svfx:gmic_filtergradecinematicfree}
G'MIC Fish-Eye,G'MIC Fish-Eye,,,G'MIC,G'MIC,GMIC/Deformations,GMIC/Deformations,√,,,,{Svfx:gmic_fisheye}
G'MIC Flip and Rotate Blocs,G'MIC Flip and Rotate Blocs,,,G'MIC,G'MIC,GMIC/Degradations,GMIC/Degradations,√,,,,{Svfx:gmic_flipamprotateblocs}
G'MIC Flower,G'MIC Flower,,,G'MIC,G'MIC,GMIC/Deformations,GMIC/Deformations,√,,,,{Svfx:gmic_flower}
G'MIC Fourier Analysis,G'MIC Fourier Analysis,,,G'MIC,G'MIC,GMIC/Frequencies,GMIC/Frequencies,√,,,,{Svfx:gmic_fourieranalysis}
G'MIC Fourier Transform,G'MIC Fourier Transform,,,G'MIC,G'MIC,GMIC/Frequencies,GMIC/Frequencies,√,,,,{Svfx:gmic_fouriertransform}
G'MIC Fourier Watermark,G'MIC Fourier Watermark,,,G'MIC,G'MIC,GMIC/Frequencies,GMIC/Frequencies,√,,,,{Svfx:gmic_fourierwatermark}
G'MIC Fractalize,G'MIC Fractalize,,,G'MIC,G'MIC,GMIC/Artistic,GMIC/Artistic,√,,,,{Svfx:gmic_fractalize}
G'MIC Frame Blur,G'MIC Frame Blur,,,G'MIC,G'MIC,GMIC/Frames,GMIC/Frames,√,,,,{Svfx:gmic_frameblur}
G'MIC Frame Cube,G'MIC Frame Cube,,,G'MIC,G'MIC,GMIC/Frames,GMIC/Frames,√,,,,{Svfx:gmic_framecube}
G'MIC Frame Fuzzy,G'MIC Frame Fuzzy,,,G'MIC,G'MIC,GMIC/Frames,GMIC/Frames,√,,,,{Svfx:gmic_framefuzzy}
G'MIC Frame Mirror,G'MIC Frame Mirror,,,G'MIC,G'MIC,GMIC/Frames,GMIC/Frames,√,,,,{Svfx:gmic_framemirror}
G'MIC Frame Painting,G'MIC Frame Painting,,,G'MIC,G'MIC,GMIC/Frames,GMIC/Frames,√,,,,{Svfx:gmic_framepainting}
G'MIC Frame Pattern,G'MIC Frame Pattern,,,G'MIC,G'MIC,GMIC/Frames,GMIC/Frames,√,,,,{Svfx:gmic_framepattern}
G'MIC Frame Regular,G'MIC Frame Regular,,,G'MIC,G'MIC,GMIC/Frames,GMIC/Frames,√,,,,{Svfx:gmic_frameregular}
G'MIC Frame Round,G'MIC Frame Round,,,G'MIC,G'MIC,GMIC/Frames,GMIC/Frames,√,,,,{Svfx:gmic_frameround}
G'MIC Frame Smooth,G'MIC Frame Smooth,,,G'MIC,G'MIC,GMIC/Frames,GMIC/Frames,√,,,,{Svfx:gmic_framesmooth}
G'MIC Freaky BandW,G'MIC Freaky BandW,,,G'MIC,G'MIC,GMIC/Black and White,GMIC/Black and White,√,,,,{Svfx:gmic_freakybampw}
G'MIC Freaky Details,G'MIC Freaky Details,,,G'MIC,G'MIC,GMIC/Details,GMIC/Details,√,,,,{Svfx:gmic_freakydetails}
G'MIC Fuji Xtrans III,G'MIC Fuji Xtrans III,,,G'MIC,G'MIC,GMIC/Color Grading,GMIC/Color Grading,√,,,,{Svfx:gmic_fujixtransiii}
G'MIC Gear,G'MIC Gear,,,G'MIC,G'MIC,GMIC/Misc,GMIC/Misc,√,,,,{Svfx:gmic_gear}
G'MIC Gradient Corners,G'MIC Gradient Corners,,,G'MIC,G'MIC,GMIC/Rendering,GMIC/Rendering,√,,,,{Svfx:gmic_gradientcorners}
